id_df|id|tweet|id_autor|geolocation|metrics|source|created_at
78|1523859790681841665|@elizbethcristi7 @petrogustavo #atencion #colombia saludos colombianos y no os olvidéis  #elcambioenprimera#petropresidenteenprimeravuelta|1100067466926084096||{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}|Twitter Web App|2022-05-10 02:57:40+00:00
79|1523859788991549440|@elizbethcristi7 @petrogustavo 😉 tqm   señorita progresista   |330704891||{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}|Twitter Web App|2022-05-10 02:57:40+00:00
80|1523859774479216640|colombia ya llega el cambio  un cambio imprescindible  irreversible  hacia el futuro  seguimos firmes  avanzando sin rendirnos  llenos de pasión por colombia  es tiempo de unir este andar  ¡un cambio por la vida!:@petrogustavoel 29 de mayo elige el cambio  vota #petropresidente |296863250||{'retweet_count': 5, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}|Twitter for Android|2022-05-10 02:57:36+00:00
81|1523859773791297536|@kamilacorreae @petrogustavo @wradiocolombia entonces  lo importante es mostrar esas pruebas  porque acá alguien no dice cosas coherentes  🤔🤦|275110876||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 02:57:36+00:00
82|1523859765578846208|@linnammaria @andrespastrana_ @indracompany @petrogustavo @ficogutierrezz tremendo esto   !!|2427028192||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 02:57:34+00:00
83|1523859758175993856|@mariaandrea0113 @petrogustavo @isazuleta en cambio yo al contrario después de ver el vídeo definitivamente me aclaro que petro tiene que ser presidente|1167625773907402752||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 02:57:32+00:00
84|1523859754497593347|@edinson70769391 @montanacielo @petrogustavo @franciamarquezm siii 👍 @petrogustavo  y @franciamarquezm  #progresistasigueprogresista  #petristasiguepetrista|1113212520171491333|{'place_id': '00b6f2602d1b1d6c'}|{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-10 02:57:32+00:00
85|1523859750051618818|@futbolrebelde @santafe @lgars_oficial @pactocol @petrogustavo @bogotapacta grandes equipos que desean un cambio por colombia|930577281306759168||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 02:57:31+00:00
86|1523859747732140032|@petrogustavo el contador |171918478||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-10 02:57:30+00:00
87|1523859739620384768|@rudolf_hommes @alvaromolinap igual hizo @petrogustavo con la tarifa de @transmilenio y se le vino el mundo encima  allá aplauden  acá critican  subdesarrollo |45739032||{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}|Twitter for iPhone|2022-05-10 02:57:28+00:00
