id_df|id|tweet|id_autor|geolocation|metrics|source|created_at
67|1523860501142331392|"@sergio_fajardo @wradiocolombia ""yo soy una amenaza muy grande "" amenaza de que? usted está mas quemado que carbon en un asador  ni siquiera le alcanzó para sacar mas votos que francia marquez "|20945816||{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}|Twitter Web App|2022-05-10 03:00:30+00:00
68|1523860491449380865|@sergio_fajardo si #notodovale entonces por qué contrató a @arielanaliza para hacer una campaña antifico?|1388831029935448065||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter Web App|2022-05-10 03:00:27+00:00
69|1523860489708748800|@amaral313 @ingrodolfohdez @sergio_fajardo lo tiene que repetir porque hay gente como ud que  no entiende 🙄🤦 |2890943129||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:00:27+00:00
70|1523860486630092802|@sergio_fajardo |91665726||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:00:26+00:00
71|1523860483677335552|@german_vargas @sergio_fajardo total esta señora utilizo la autoridad para arruinar la microempresa y los ciudadanos con sus cuarentenas demenciales para que la gente se arrastrara de hambre a sus pies  hizo lo de leandro la mano de derecha de comodo cerro el aprovisionamiento de comida en roma para despues|1140619558673408000||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:00:25+00:00
72|1523860481081065474|@fajardobogota @ricardode8314 @sergio_fajardo @luisgmurillo @jerobledo @carlosfgalan @camiloenz cierto #notodovale por eso queremos #elcambioenprimera |1354541372||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:00:25+00:00
73|1523860420850769920|@ammorgan2012 @carlosivanfran7 @alfonsoprada @sergio_fajardo @isazuleta calumnian por medio de redes  las propias bodegas  |716237290251677697||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:00:10+00:00
74|1523860417449181189|@alfonsoprada @sergio_fajardo @isazuleta mientras más hablan  más la cagan|3081691504||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:00:10+00:00
75|1523860398964883460|@ficogutierrez @johnmiltonr_ @sergio_fajardo @petrogustavo |238710479||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:00:05+00:00
76|1523860389259325444|@fecode debe pensar en retomar la discusión de los recursos de la educación que han recortado los gobiernos de turno desde uribe hasta duque  recortes planteados por las organizaciones internacionales como la ocde  #soyprofesor y mi candidato es @sergio_fajardo|164703976|{'place_id': '01bd400c1ee9db95'}|{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-10 03:00:03+00:00
